z,a,m,e,half_life
82,193,M,Pb,348.0
82,194, ,Pb,720.0
82,195, ,Pb,900.0
82,195,M,Pb,900.0
82,196, ,Pb,2220.0
82,197, ,Pb,480.00003
82,197,M,Pb,2580.0
82,198, ,Pb,8640.0
82,199, ,Pb,5400.0
82,199,M,Pb,732.0
82,200, ,Pb,77400.0
82,201, ,Pb,33840.0
82,201,M,Pb,61.0
82,202, ,Pb,1.67255e12
82,202,M,Pb,12852.0
82,203, ,Pb,186944.0
82,203,M,Pb,6.29
82,203,N,Pb,0.48000002
82,204, ,Pb,4.4180598e24
82,204,M,Pb,4050.0002
82,205, ,Pb,4.82831e14
82,205,M,Pb,0.0050999997
82,206, ,Pb,0.0
82,207, ,Pb,0.0
82,207,M,Pb,0.80600005
82,208, ,Pb,0.0
82,209, ,Pb,11797.2
82,210, ,Pb,7.0151e8
82,211, ,Pb,2166.0
82,212, ,Pb,38304.0
82,213, ,Pb,612.0
82,214, ,Pb,1614.96
82,215, ,Pb,36.0
83,184, ,Bi,0.0066
83,184,M,Bi,0.012999999
83,185, ,Bi,0.002
83,186, ,Bi,0.0148
83,186,M,Bi,0.0098
83,187, ,Bi,0.032
83,187,M,Bi,0.00032
83,188, ,Bi,0.044
83,188,M,Bi,0.22
83,189, ,Bi,0.67399997
83,189,M,Bi,0.005
83,190, ,Bi,6.3
83,190,M,Bi,6.2
83,191, ,Bi,12.3
83,191,M,Bi,0.124
83,192, ,Bi,34.6
83,192,M,Bi,39.6
83,193, ,Bi,67.0
83,193,M,Bi,3.2
83,194, ,Bi,95.0
83,194,M,Bi,125.0
83,194,N,Bi,115.0
83,195, ,Bi,183.0
83,195,M,Bi,87.0
83,196, ,Bi,306.0
83,196,M,Bi,0.6
83,196,N,Bi,240.00002
83,197, ,Bi,558.0
83,197,M,Bi,302.4
83,198, ,Bi,618.0
83,198,M,Bi,696.0
83,198,N,Bi,7.7
83,199, ,Bi,1620.0
83,199,M,Bi,1482.0
83,200, ,Bi,2184.0
83,200,M,Bi,1860.0
83,200,N,Bi,0.4
83,201, ,Bi,6480.0
83,201,M,Bi,3348.0
83,202, ,Bi,6156.0
83,203, ,Bi,42336.0
83,203,M,Bi,0.303
83,204, ,Bi,40392.0
83,204,M,Bi,0.012999999
83,204,N,Bi,0.00107
83,205, ,Bi,1.32278e6
83,206, ,Bi,539395.0
83,207, ,Bi,1.03822e9
83,208, ,Bi,1.1613199e13
83,208,M,Bi,0.0025799999
83,209, ,Bi,5.9959404e26
83,210, ,Bi,432950.03
83,210,M,Bi,9.467281e13
83,211, ,Bi,129.0
83,212, ,Bi,3632.4001
83,212,M,Bi,1500.0
83,212,N,Bi,540.0
83,213, ,Bi,2735.4
83,214, ,Bi,1188.0
83,215, ,Bi,456.0
83,215,M,Bi,36.9
83,216, ,Bi,130.20001
83,217, ,Bi,98.5
83,218, ,Bi,33.0
84,188, ,Po,0.00043000001
84,189, ,Po,0.005
84,190, ,Po,0.00245
84,191, ,Po,0.022
84,191,M,Po,0.098000005
84,192, ,Po,0.0332
84,193, ,Po,0.37
84,193,M,Po,0.245
84,194, ,Po,0.39200002
84,195, ,Po,4.64
84,195,M,Po,1.92
84,196, ,Po,5.56
84,197, ,Po,53.600002
84,197,M,Po,25.8
84,198, ,Po,106.200005
84,199, ,Po,328.80002
84,199,M,Po,250.20001
84,200, ,Po,690.0
84,201, ,Po,918.0
84,201,M,Po,534.0
84,202, ,Po,2682.0
84,203, ,Po,2202.0
84,203,M,Po,45.0
84,204, ,Po,12708.0
84,205, ,Po,6264.0
84,205,M,Po,0.0574
84,206, ,Po,760320.0
84,207, ,Po,20880.0
84,207,M,Po,2.79
84,208, ,Po,9.24638e7
84,209, ,Po,3.62905e9
84,210, ,Po,1.19557e7
84,211, ,Po,0.516
84,211,M,Po,25.5
84,212, ,Po,3.0e-7
84,212,M,Po,45.100002
84,213, ,Po,3.7e-6
84,214, ,Po,0.0001623
84,215, ,Po,0.001781
84,216, ,Po,0.148
84,217, ,Po,1.47
84,218, ,Po,184.26
84,219, ,Po,120.00001
84,220, ,Po,40.0
85,193, ,At,0.04
85,194, ,At,0.04
85,194,M,At,0.25
85,195, ,At,0.328
85,195,M,At,0.147
85,196, ,At,0.253
85,196,M,At,0.02
85,197, ,At,0.35
85,197,M,At,3.7
85,198, ,At,4.2
85,198,M,At,1.0
85,199, ,At,7.2
85,200, ,At,43.2
85,200,M,At,47.0
85,200,N,At,3.5
85,201, ,At,85.0
85,202, ,At,184.0
85,202,M,At,182.0
85,202,N,At,0.45999998
85,203, ,At,444.0
85,204, ,At,552.0
85,204,M,At,0.108
85,205, ,At,1614.0
85,206, ,At,1800.0
85,207, ,At,6480.0
85,208, ,At,5868.0
85,209, ,At,19476.0
85,210, ,At,29159.998
85,211, ,At,25977.6
85,212, ,At,0.314
85,212,M,At,0.119
85,213, ,At,1.25e-7
85,214, ,At,5.58e-7
85,215, ,At,0.0001
85,216, ,At,0.0003
85,217, ,At,0.0323
85,218, ,At,1.4
85,219, ,At,56.0
85,220, ,At,222.6
85,221, ,At,138.0
85,222, ,At,54.0
85,223, ,At,50.0
86,195, ,Rn,0.006
86,195,M,Rn,0.006
86,196, ,Rn,0.0044
86,197, ,Rn,0.066
86,197,M,Rn,0.021
86,198, ,Rn,0.065
86,199, ,Rn,0.62
86,199,M,Rn,0.32
86,200, ,Rn,1.03
86,201, ,Rn,7.0
86,201,M,Rn,3.8
86,202, ,Rn,9.94
86,203, ,Rn,43.5
86,203,M,Rn,26.7
86,204, ,Rn,74.4
86,205, ,Rn,168.0
86,206, ,Rn,340.19998
86,207, ,Rn,555.0
86,208, ,Rn,1461.0
86,209, ,Rn,1728.0
86,210, ,Rn,8640.0
86,211, ,Rn,52560.0
86,212, ,Rn,1434.0
86,213, ,Rn,0.025
86,214, ,Rn,2.7000002e-7
86,215, ,Rn,2.3e-6
86,216, ,Rn,4.5e-5
86,217, ,Rn,0.00054000004
86,218, ,Rn,0.036
86,219, ,Rn,3.98
86,220, ,Rn,55.8
86,221, ,Rn,1500.0
86,222, ,Rn,330324.0
86,223, ,Rn,1452.0
86,224, ,Rn,6420.0
86,225, ,Rn,279.6
86,226, ,Rn,444.0
86,227, ,Rn,20.8
86,228, ,Rn,65.0
87,199, ,Fr,0.016
87,200, ,Fr,0.024
87,200,M,Fr,0.65
87,201, ,Fr,0.069
87,202, ,Fr,0.29000002
87,202,M,Fr,0.34
87,203, ,Fr,0.55
87,204, ,Fr,1.7
87,204,M,Fr,2.6
87,204,N,Fr,1.7
87,205, ,Fr,3.92
87,206, ,Fr,16.0
87,206,M,Fr,15.900001
87,206,N,Fr,0.7
87,207, ,Fr,14.8
87,208, ,Fr,59.1
87,209, ,Fr,50.0
87,210, ,Fr,190.8
87,211, ,Fr,186.0
87,212, ,Fr,1200.0
87,213, ,Fr,34.6
87,214, ,Fr,0.005
87,214,M,Fr,0.00335
87,215, ,Fr,8.600001e-8
87,216, ,Fr,7.0e-7
87,217, ,Fr,1.9e-5
87,218, ,Fr,0.001
87,218,M,Fr,0.022
87,219, ,Fr,0.02
87,220, ,Fr,27.4
87,221, ,Fr,287.4
87,222, ,Fr,852.00006
87,223, ,Fr,1320.0
87,224, ,Fr,199.8
87,225, ,Fr,240.00002
87,226, ,Fr,49.0
87,227, ,Fr,148.2
87,228, ,Fr,38.0
87,229, ,Fr,50.2
87,230, ,Fr,19.1
87,231, ,Fr,17.6
87,232, ,Fr,5.0
88,202, ,Ra,0.0026
88,203, ,Ra,0.031
88,203,M,Ra,0.024
88,204, ,Ra,0.06
88,205, ,Ra,0.22
88,205,M,Ra,0.17999999
88,206, ,Ra,0.24000001
88,207, ,Ra,1.3
88,207,M,Ra,0.056999996
88,208, ,Ra,1.3
88,209, ,Ra,4.6
88,210, ,Ra,3.7
88,211, ,Ra,13.0
88,212, ,Ra,13.0
88,213, ,Ra,164.40001
88,213,M,Ra,0.00215
88,214, ,Ra,2.46
88,215, ,Ra,0.00159
88,216, ,Ra,1.8200001e-7
88,217, ,Ra,1.6e-6
88,218, ,Ra,2.56e-5
88,219, ,Ra,0.01
88,220, ,Ra,0.018
88,221, ,Ra,28.0
88,222, ,Ra,36.170002
88,223, ,Ra,987552.0
88,224, ,Ra,313718.0
88,225, ,Ra,1.28045e6
88,226, ,Ra,5.04911e10
88,227, ,Ra,2532.0
88,228, ,Ra,1.81452e8
88,229, ,Ra,240.00002
88,230, ,Ra,5580.0
88,231, ,Ra,103.0
88,232, ,Ra,250.0
88,233, ,Ra,30.0
88,234, ,Ra,30.0
89,206, ,Ac,0.025
89,206,M,Ac,0.015
89,206,N,Ac,0.040999997
89,207, ,Ac,0.027
89,208, ,Ac,0.095
89,208,M,Ac,0.027999999
89,209, ,Ac,0.098000005
89,210, ,Ac,0.35
89,211, ,Ac,0.21
89,212, ,Ac,0.91999996
89,213, ,Ac,0.8
89,214, ,Ac,8.2
89,215, ,Ac,0.17
89,216, ,Ac,0.00044
89,216,M,Ac,0.00032999998
89,217, ,Ac,6.9e-8
89,218, ,Ac,1.0800001e-6
89,219, ,Ac,1.18e-5
89,220, ,Ac,0.026400002
89,221, ,Ac,0.051999997
89,222, ,Ac,5.0
89,222,M,Ac,63.0
89,223, ,Ac,126.0
89,224, ,Ac,10008.0
89,225, ,Ac,864000.06
89,226, ,Ac,105732.0
89,227, ,Ac,6.87057e8
89,228, ,Ac,22140.0
89,229, ,Ac,3762.0
89,230, ,Ac,122.0
89,231, ,Ac,450.0
89,232, ,Ac,119.00001
89,233, ,Ac,145.0
89,234, ,Ac,44.0
89,235, ,Ac,40.0
89,236, ,Ac,120.00001
90,209, ,Th,0.007
90,210, ,Th,0.009
90,211, ,Th,0.048
90,212, ,Th,0.036
90,213, ,Th,0.14
90,214, ,Th,0.1
90,215, ,Th,1.2
90,216, ,Th,0.026800001
90,217, ,Th,0.000251
90,218, ,Th,1.17e-7
90,219, ,Th,1.0499999e-6
90,220, ,Th,9.7e-6
90,221, ,Th,0.00168
90,222, ,Th,0.0028
90,223, ,Th,0.6
90,224, ,Th,1.05
90,225, ,Th,523.2
90,226, ,Th,1834.2001
90,227, ,Th,1.61724e6
90,228, ,Th,6.03558e7
90,229, ,Th,2.31633e11
90,229,M,Th,252000.0
90,230, ,Th,2.3794402e12
90,231, ,Th,91879.195
90,232, ,Th,4.4338397e17
90,233, ,Th,1329.0
90,234, ,Th,2.0822401e6
90,235, ,Th,414.0
90,236, ,Th,2250.0
90,237, ,Th,288.0
90,238, ,Th,564.0
91,212, ,Pa,0.008
91,213, ,Pa,0.007
91,214, ,Pa,0.017
91,215, ,Pa,0.0139999995
91,216, ,Pa,0.105
91,217, ,Pa,0.0049
91,217,M,Pa,0.0016000001
91,218, ,Pa,0.000120000004
91,219, ,Pa,5.3e-8
91,220, ,Pa,7.8e-7
91,221, ,Pa,5.9e-6
91,222, ,Pa,0.0032000002
91,223, ,Pa,0.0050999997
91,224, ,Pa,0.844
91,225, ,Pa,1.7
91,226, ,Pa,108.00001
91,227, ,Pa,2298.0
91,228, ,Pa,79200.0
91,229, ,Pa,129600.0
91,230, ,Pa,1.50336e6
91,231, ,Pa,1.0338301e12
91,232, ,Pa,113184.0
91,233, ,Pa,2.33107e6
91,234, ,Pa,24120.0
91,234,M,Pa,69.54
91,235, ,Pa,1452.0
91,236, ,Pa,546.0
91,237, ,Pa,522.0
91,238, ,Pa,136.2
91,239, ,Pa,6480.0
91,240, ,Pa,120.00001
92,217, ,U,0.025999999
92,218, ,U,0.006
92,219, ,U,4.2e-5
92,220, ,U,6.0e-8
92,221, ,U,7.0e-7
92,222, ,U,1.4e-6
92,223, ,U,5.5e-5
92,224, ,U,0.00093999994
92,225, ,U,0.061
92,226, ,U,0.35
92,227, ,U,66.0
92,228, ,U,546.0
92,229, ,U,3480.0
92,230, ,U,1.79712e6
92,231, ,U,362880.0
92,232, ,U,2.20272e9
92,233, ,U,5.02555e12
92,234, ,U,7.7537e12
92,235, ,U,2.22102e16
92,235,M,U,1560.0
92,236, ,U,7.47915e14
92,237, ,U,583114.0
92,238, ,U,1.40996e17
92,239, ,U,1407.6001
92,240, ,U,50760.004
92,241, ,U,300.0
92,242, ,U,1008.0
93,225, ,Np,0.003
93,226, ,Np,0.035
93,227, ,Np,0.51
93,228, ,Np,61.399998
93,229, ,Np,240.00002
93,230, ,Np,276.0
93,231, ,Np,2928.0
93,232, ,Np,882.0
93,233, ,Np,2172.0
93,234, ,Np,380160.0
93,235, ,Np,3.42077e7
93,236, ,Np,4.89132e12
93,236,M,Np,81000.0
93,237, ,Np,6.7658e13
93,238, ,Np,181613.0
93,239, ,Np,203557.98
93,240, ,Np,3900.0
93,240,M,Np,444.0
93,241, ,Np,834.0
93,242, ,Np,132.0
93,242,M,Np,330.0
93,243, ,Np,111.0
93,244, ,Np,137.4
94,228, ,Pu,0.01
94,229, ,Pu,120.00001
94,230, ,Pu,102.0
94,231, ,Pu,516.0
94,232, ,Pu,2022.0001
94,233, ,Pu,1254.0
94,234, ,Pu,31680.0
94,235, ,Pu,1518.0
94,236, ,Pu,9.01916e7
94,237, ,Pu,3.91392e6
94,237,M,Pu,0.17999999
94,238, ,Pu,2.76754e9
94,239, ,Pu,7.60948e11
94,240, ,Pu,2.07108e11
94,241, ,Pu,4.52211e8
94,242, ,Pu,1.17868e13
94,243, ,Pu,17841.6
94,244, ,Pu,2.52461e15
94,245, ,Pu,37800.0
94,246, ,Pu,937440.0
94,247, ,Pu,196128.0
95,231, ,Am,30.0
95,232, ,Am,78.6
95,233, ,Am,192.0
95,234, ,Am,139.2
95,235, ,Am,594.0
95,236, ,Am,1800.0
95,237, ,Am,4380.0
95,238, ,Am,5880.0
95,239, ,Am,42840.0
95,240, ,Am,182880.0
95,241, ,Am,1.3658101e10
95,242, ,Am,57636.0
95,242,M,Am,4.44962e9
95,242,N,Am,0.0139999995
95,243, ,Am,2.32416e11
95,244, ,Am,36360.0
95,244,M,Am,1560.0
95,245, ,Am,7380.0
95,246, ,Am,2340.0
95,246,M,Am,1500.0
95,247, ,Am,1380.0
95,248, ,Am,180.0
95,249, ,Am,60.0
96,233, ,Cm,60.0
96,234, ,Cm,51.0
96,235, ,Cm,300.0
96,236, ,Cm,600.0
96,237, ,Cm,1200.0
96,238, ,Cm,8640.0
96,239, ,Cm,10440.0
96,240, ,Cm,2.3328e6
96,241, ,Cm,2.83392e6
96,242, ,Cm,1.40772e7
96,243, ,Cm,9.11995e8
96,244, ,Cm,5.68037e8
96,244,M,Cm,0.034
96,245, ,Cm,2.60345e11
96,246, ,Cm,1.49267e11
96,247, ,Cm,5.04922e14
96,248, ,Cm,1.07296e13
96,249, ,Cm,3849.0
96,250, ,Cm,2.52461e11
96,251, ,Cm,1008.0
96,252, ,Cm,86400.0
97,235, ,Bk,20.0
97,236, ,Bk,60.0
97,237, ,Bk,60.0
97,238, ,Bk,144.0
97,239, ,Bk,180.0
97,240, ,Bk,288.0
97,241, ,Bk,276.0
97,242, ,Bk,419.99997
97,243, ,Bk,16200.0
97,244, ,Bk,15660.0
97,245, ,Bk,426816.0
97,246, ,Bk,155520.0
97,247, ,Bk,4.35486e10
97,248, ,Bk,2.84018e8
97,248,M,Bk,85319.99
97,249, ,Bk,2.7648e7
97,250, ,Bk,11581.2
97,251, ,Bk,3336.0
97,252, ,Bk,108.00001
97,253, ,Bk,600.0
97,254, ,Bk,60.0
98,237, ,Cf,2.1
98,238, ,Cf,0.0211
98,239, ,Cf,60.0
98,240, ,Cf,57.600002
98,241, ,Cf,228.0
98,242, ,Cf,209.40001
98,243, ,Cf,642.0
98,244, ,Cf,1164.0
98,245, ,Cf,2700.0
98,246, ,Cf,128520.0
98,247, ,Cf,11196.001
98,248, ,Cf,2.88144e7
98,249, ,Cf,1.1076699e10
98,250, ,Cf,4.12773e8
98,251, ,Cf,2.83387e10
98,252, ,Cf,8.34698e7
98,253, ,Cf,1.53878e6
98,254, ,Cf,5.2272e6
98,255, ,Cf,5100.0
98,256, ,Cf,738.0
99,240, ,Es,1.0
99,241, ,Es,10.0
99,242, ,Es,13.5
99,243, ,Es,21.0
99,244, ,Es,37.0
99,245, ,Es,66.0
99,246, ,Es,462.0
99,247, ,Es,276.0
99,248, ,Es,1620.0
99,249, ,Es,6132.0
99,250, ,Es,30960.0
99,250,M,Es,7992.0
99,251, ,Es,118800.0
99,252, ,Es,4.07549e7
99,253, ,Es,1.76861e6
99,254, ,Es,2.38205e7
99,254,M,Es,141480.0
99,255, ,Es,3.43872e6
99,256, ,Es,1524.0
99,256,M,Es,27360.0
99,257, ,Es,665280.0
99,258, ,Es,180.0
100,242, ,Fm,0.0008
100,243, ,Fm,0.21
100,244, ,Fm,0.0033
100,245, ,Fm,4.2
100,246, ,Fm,1.1
100,247, ,Fm,35.0
100,248, ,Fm,36.0
100,249, ,Fm,156.0
100,250, ,Fm,1800.0
100,250,M,Fm,1.8
100,251, ,Fm,19080.0
100,252, ,Fm,91404.0
100,253, ,Fm,259200.0
100,254, ,Fm,11664.0
100,255, ,Fm,72252.0
100,256, ,Fm,9456.0
100,257, ,Fm,8.6832e6
100,258, ,Fm,0.00037
100,259, ,Fm,1.5
101,245, ,Md,0.0009
101,245,M,Md,0.4
101,246, ,Md,1.0
101,247, ,Md,0.27
101,247,M,Md,1.12
101,248, ,Md,7.0
101,249, ,Md,24.0
101,249,M,Md,1.9
101,250, ,Md,52.0
101,251, ,Md,240.00002
101,252, ,Md,138.0
101,253, ,Md,720.0
101,254, ,Md,600.0
101,254,M,Md,1680.0
101,255, ,Md,1620.0
101,256, ,Md,4620.0
101,257, ,Md,19872.0
101,258, ,Md,4.4496e6
101,258,M,Md,3420.0
101,259, ,Md,5760.0
101,260, ,Md,2.40192e6
101,261, ,Md,2400.0
102,249, ,No,5.6999997e-5
102,250, ,No,5.6999997e-6
102,251, ,No,0.76
102,251,M,No,1.7
102,252, ,No,2.44
102,253, ,No,97.200005
102,254, ,No,51.0
102,254,M,No,0.28
102,255, ,No,186.0
102,256, ,No,2.91
102,257, ,No,24.5
102,258, ,No,0.0012
102,259, ,No,3480.0
102,260, ,No,0.10599999
102,261, ,No,10800.0
102,262, ,No,0.005
103,251, ,Lr,0.00015
103,252, ,Lr,0.39000002
103,253, ,Lr,0.58000004
103,253,M,Lr,1.5
103,254, ,Lr,13.0
103,255, ,Lr,22.0
103,256, ,Lr,27.0
103,257, ,Lr,4.0
103,258, ,Lr,4.1
103,259, ,Lr,6.2
103,260, ,Lr,180.0
103,261, ,Lr,2340.0
103,262, ,Lr,14400.001
103,263, ,Lr,18000.0
104,253, ,Rf,0.012999999
104,254, ,Rf,2.2999999e-5
104,255, ,Rf,1.64
104,255,M,Rf,1.0
104,256, ,Rf,0.0064499998
104,257, ,Rf,4.7
104,257,M,Rf,3.9
104,258, ,Rf,0.012
104,259, ,Rf,2.8
104,260, ,Rf,0.021
104,261, ,Rf,5.5
104,261,M,Rf,81.0
104,262, ,Rf,2.3
104,262,M,Rf,0.047
104,263, ,Rf,660.0
104,264, ,Rf,3600.0
104,265, ,Rf,46800.0
105,255, ,Db,1.7
105,256, ,Db,1.9
105,257, ,Db,1.53
105,257,M,Db,0.79
105,258, ,Db,4.5
105,258,M,Db,20.0
105,259, ,Db,0.51
105,260, ,Db,1.52
105,261, ,Db,1.8
105,262, ,Db,35.0
105,263, ,Db,29.0
105,264, ,Db,180.0
105,265, ,Db,900.0
106,258, ,Sg,0.0033
106,259, ,Sg,0.58000004
106,260, ,Sg,0.0038
106,261, ,Sg,0.22999999
106,262, ,Sg,0.008
106,263, ,Sg,1.0
106,263,M,Sg,0.120000005
106,264, ,Sg,0.4
106,265, ,Sg,8.0
106,266, ,Sg,21.0
106,269, ,Sg,35.0
107,260, ,Bh,0.0003
107,261, ,Bh,0.012999999
107,262, ,Bh,0.29000002
107,262,M,Bh,0.0139999995
107,263, ,Bh,0.2
107,264, ,Bh,1.3
107,265, ,Bh,0.5
107,266, ,Bh,5.0
107,267, ,Bh,22.0
107,269, ,Bh,25.0
108,263, ,Hs,0.001
108,264, ,Hs,0.00054000004
108,265, ,Hs,0.0021
108,265,M,Hs,0.00078
108,266, ,Hs,0.0027
108,267, ,Hs,0.032
108,268, ,Hs,2.0
108,269, ,Hs,27.0
108,273, ,Hs,50.0
109,265, ,Mt,0.002
109,266, ,Mt,0.0012
109,266,M,Mt,0.006
109,267, ,Mt,0.01
109,268, ,Mt,0.053000003
109,269, ,Mt,0.2
109,270, ,Mt,2.0
109,271, ,Mt,5.0
109,273, ,Mt,20.0
110,267, ,Ds,1.0e-5
110,268, ,Ds,0.0001
110,269, ,Ds,0.00022999999
110,270, ,Ds,0.00016
110,270,M,Ds,0.01
110,271, ,Ds,0.21
110,271,M,Ds,0.0013
110,272, ,Ds,1.0
110,273, ,Ds,0.00035999998
110,273,M,Ds,0.120000005
111,272, ,Rg,0.002
